po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,total_intl_sku_cost,cost_per_sku,total_sku_cost,gross_margin
31457,10956520351,11/15/2022,102.0,1148.52,Distributor,Existing Business,,Closed and Won,Revision Request,,Event Longer Than 1 Year Ago,2,,10.02127194v1,10.0,0.0,2.0,4.0,,2022-11-23,,,,9.0,,,0.0,0.0,2.58,309.6,0.73043569115035
31458,10969703094,11/16/2022,250.0,1992.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,,55.02129719v1,55.0,0.0,114.0,3.0,,2022-11-30,,,,21.0,,,0.0,0.0,2.49,657.36,0.6700828105395231
31459,10677045330,10/24/2022,500.0,3590.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,55.02123465v2,55.0,0.0,114.0,1.0,,2022-11-28,,,,42.0,,,0.0,0.0,1.96,1011.36,0.718284122562674
31460,10844653666,11/7/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,High Res Preview,10.02125909v1,10.0,0.0,2.0,4.0,,2022-11-23,,,,5.0,,,0.0,0.0,2.58,185.76,0.6827868852459017
31461,10969988138,11/16/2022,350.0,2747.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02128645v1,10.0,0.0,2.0,1.0,,2022-11-23,,,,30.0,,,0.0,0.0,1.96,729.12,0.734624203821656
31462,11050772277,11/22/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,1,,10.02119164v1,10.0,0.0,2.0,3.0,,2022-11-23,,,,5.0,,,0.0,0.0,3.66,263.52,0.6099467140319716
31463,10997345913,11/18/2022,100.0,1126.0,Distributor,Existing Business,,Closed and Won,,,CommonSku,2,Low ,10.02128397v1,10.0,0.0,2.0,4.0,,2022-11-23,,,,9.0,,,0.0,0.0,2.58,309.6,0.725044404973357
31464,7056097935,12/1/2021,200.0,2274.0,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,2,Medium ,10.0267131v4,10.0,0.0,2.0,3.0,,2022-11-23,,,,17.0,,,0.0,0.0,2.41,520.56,0.7710817941952507
31466,11043281769,11/22/2022,60.0,693.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Medium ,10.02128682v1,10.0,0.0,2.0,4.0,,2022-11-23,,,,5.0,,,0.0,0.0,2.58,185.76,0.7321799307958478
31467,10931910166,11/14/2022,90.0,1484.35,Direct,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,1,,10.02105304v1,10.0,0.0,2.0,4.0,,2022-11-24,,,,8.0,,,0.0,0.0,2.58,278.64,0.8122814700037054
31468,10984809500,11/17/2022,120.0,1772.45,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,High Res Preview,10.02128065v1,10.0,0.0,2.0,1.0,,2022-11-23,,,,10.0,,,0.0,0.0,2.56,368.64,0.7920167000479562
31469,11065581612,11/23/2022,140.0,1089.2,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Low ,10.02128825v1,10.0,0.0,2.0,3.0,,2022-11-23,,,,12.0,,,0.0,0.0,2.41,375.96,0.6548292324641939
31470,11031206250,11/21/2022,190.0,2160.3,Direct,Existing Business,,Closed and Won,,,Direct Traffic,1,High Res Preview,10.02128319v2,10.0,0.0,2.0,3.0,,2022-11-23,,,,16.0,,,0.0,0.0,2.41,491.64,0.7724204971531733
31471,11066325658,11/23/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.02129192v2,10.0,0.0,2.0,3.0,,2022-11-29,,,,5.0,,,0.0,0.0,3.66,263.52,0.6099467140319716
31472,11065857683,11/23/2022,120.0,1005.6,Distributor,New Business,,Closed and Won,,,Email Marketing,3,Low ,55.02128840v1,55.0,0.0,114.0,1.0,,2022-11-29,,,,10.0,,,0.0,0.0,2.23,294.36,0.7072792362768496
31473,10951512593,11/15/2022,63.0,922.49,Direct,Existing Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,10.02127695v1,10.0,0.0,2.0,4.0,,2022-11-23,,,,6.0,,,0.0,0.0,2.58,216.72,0.7650706240718056
31474,10999568544,11/18/2022,120.0,1672.8,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,Low ,10.02128436v1,10.0,0.0,2.0,3.0,,2022-11-29,,,,10.0,,,0.0,0.0,2.58,340.56,0.7964131994261119
31475,10951528356,11/15/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,1,Low ,10.02127565v1,10.0,0.0,2.0,4.0,,2022-11-23,,,,5.0,,,0.0,0.0,2.58,185.76,0.6827868852459017
31476,11066303391,11/23/2022,500.0,3515.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.02110822v1,10.0,0.0,2.0,1.0,,2022-11-30,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7122731152204836
31477,10785487878,11/2/2022,250.0,2025.0,Distributor,New Business,,Closed and Won,,,Email Marketing,2,Low ,10.02127462v1,10.0,0.0,2.0,1.0,,2022-11-28,,,,21.0,,,0.0,0.0,1.96,517.44,0.7444740740740741
31478,10949846281,11/15/2022,120.0,1201.2,Distributor,Existing Business,,Closed and Won,,,SAGE,1,High Res Preview,10.02128146v1,10.0,0.0,2.0,1.0,,2022-11-25,,,,10.0,,,0.0,0.0,2.56,368.64,0.6931068931068931
31479,11067388338,11/23/2022,60.0,1011.12,Distributor,Existing Business,,Closed and Won,,,WT Strategic Partnerships,2,,10.02110840v1,10.0,0.0,2.0,1.0,,2022-11-29,,,,5.0,,,0.0,0.0,2.56,184.32,0.8177070970804652
31480,10871327036,11/9/2022,300.0,2145.0,Wholesale,Existing Business,,Closed and Won,,,Organic Search,2,Low ,10.02128831v1,10.0,0.0,2.0,3.0,,2022-11-23,,,,25.0,,,0.0,0.0,2.41,751.92,0.6494545454545454
31481,10976660787,11/17/2022,120.0,1500.97,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,High Res Preview,10.02127728v3,10.0,0.0,2.0,3.0,,2022-11-25,,,,10.0,,,0.0,0.0,2.58,340.56,0.7731067243182742
31482,10698000972,10/26/2022,500.0,4190.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,55.02123274v2,55.0,0.0,114.0,1.0,,2022-11-28,,,,42.0,,,0.0,0.0,1.96,1034.88,0.7530119331742243
31483,10423743514,10/3/2022,450.0,4608.0,Direct,New Business,,Closed and Won,Template Download,,Referrals,1,Low ,10.02128327v1,10.0,0.0,2.0,3.0,,2022-11-28,,,,38.0,,,0.0,0.0,2.41,1127.88,0.755234375
31484,11053013648,11/22/2022,60.0,466.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02128794v2,10.0,0.0,2.0,4.0,,2022-11-23,,,,5.0,,,0.0,0.0,2.58,185.76,0.6020565552699229
31485,11069218691,11/23/2022,570.0,4007.1,Distributor,Existing Business,,Closed and Won,Portal Order,,WT Reorder,2,,10.02126984v1,10.0,0.0,2.0,3.0,,2022-11-23,,,,48.0,,,0.0,0.0,2.16,1270.08,0.6830425993860897
31486,11051689556,11/22/2022,300.0,2355.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02128658v1,10.0,0.0,2.0,3.0,,2022-11-23,,,,25.0,,,0.0,0.0,2.41,751.92,0.6807133757961783
31487,10981507669,11/17/2022,120.0,1899.63,Direct,Existing Business,,Closed and Won,Intake 3.0,,,1,Not Rated,55.02128558v4,55.0,0.0,114.0,4.0,,2022-11-23,,,,10.0,,,0.0,0.0,2.75,396.0,0.7915383522054295
31488,11066591387,11/23/2022,60.0,466.8,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.02128895v1,10.0,0.0,2.0,1.0,,2022-11-24,,,,5.0,,,0.0,0.0,2.56,184.32,0.6051413881748072
31489,11049621316,11/22/2022,242.0,2179.2,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,Medium ,55.02129292v2,55.0,0.0,114.0,3.0,,2022-11-30,,,,22.0,,,0.0,0.0,2.66,766.08,0.6484581497797357
31490,11069211503,11/23/2022,120.0,1554.57,Direct,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,1,,10.02123480v3,10.0,0.0,2.0,3.0,,2022-11-23,,,,10.0,,,0.0,0.0,2.58,340.56,0.7809297747930296
31491,11000920168,11/18/2022,240.0,2006.03,Distributor,Existing Business,,Closed and Won,Intake 3.0,,CommonSku,2,Low ,10.02128441v1,10.0,0.0,2.0,3.0,,2022-11-25,,,,20.0,,,0.0,0.0,2.58,681.12,0.6604637019386549
31492,11069232204,11/23/2022,288.0,3476.16,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,,10.02121524v1,10.0,0.0,2.0,4.0,,2022-11-23,,,,24.0,,,0.0,0.0,2.41,751.92,0.7836923501795084
31493,10969548178,11/16/2022,240.0,1327.2,Distributor,New Business,,Closed and Won,Template Download,,Client Referral,5,Not Rated,10.02128837v1,10.0,0.0,2.0,3.0,,2022-11-23,,,,20.0,,,0.0,0.0,2.58,681.12,0.4867992766726944
31494,10450770871,10/4/2022,250.0,4820.1,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02120527v2,10.0,0.0,2.0,3.0,,2022-11-24,,,,21.0,,,0.0,0.0,2.41,636.24,0.8680027385323956
31495,11069585265,11/23/2022,120.0,0.0,Direct,New Business,,Closed and Won,,,Direct Traffic,1,,10.02126654v2,10.0,0.0,2.0,3.0,,2022-11-23,,,,10.0,,,0.0,0.0,3.66,527.04,0.0
31496,11067761451,11/23/2022,637.0,3981.25,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Not Rated,10.02128936v1,10.0,0.0,2.0,3.0,,2022-11-24,,,,54.0,,,0.0,0.0,2.16,1425.6,0.6419215070643642
31497,11069308717,11/23/2022,250.0,1787.5,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,Low ,10.02128953v1,10.0,0.0,2.0,3.0,,2022-11-23,,,,21.0,,,0.0,0.0,2.41,636.24,0.6440615384615385
31498,11001035143,11/18/2022,60.0,693.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated,10.02128919v1,10.0,0.0,2.0,1.0,,2022-11-24,,,,5.0,,,0.0,0.0,2.56,184.32,0.7342560553633218
31499,11042315680,11/22/2022,253.0,3120.05,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Medium ,10.02128823v1,10.0,0.0,2.0,1.0,,2022-11-24,,,,22.0,,,0.0,0.0,1.96,540.96,0.826618163170462
31502,9025700407,5/27/2022,415.0,3373.95,Distributor,Existing Business,,Closed and Won,,,WT Strategic Partnerships,2,High Res Preview,55.0298257v2,55.0,0.0,114.0,1.0,,2022-11-28,,,,35.0,,,0.0,0.0,1.96,846.72,0.7490419241541812
31503,11067548807,11/23/2022,150.0,1204.5,Distributor,Existing Business,,Closed and Won,Portal Order,,Event Longer Than 1 Year Ago,2,,10.0264810v4,10.0,0.0,2.0,1.0,,2022-11-25,,,,13.0,,,0.0,0.0,1.96,329.28,0.7266251556662516
31504,11086544445,11/25/2022,132.0,1158.96,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0241477v2,10.0,0.0,2.0,3.0,,2022-11-25,,,,11.0,,,0.0,0.0,2.41,347.04,0.7005591219714227
