po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,total_intl_sku_cost,cost_per_sku,total_sku_cost,gross_margin
28741,9910194460,8/23/2022,734.0,4859.08,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Not Rated,10.02111108v1,10.0,0.0,2.0,1.0,,2022-08-23,,,,62.0,,,0.0,0.0,1.96,1505.28,0.6902129621245174
28742,9758537581,8/8/2022,372.0,3098.76,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,Low ,10.02110915v1,10.0,0.0,2.0,3.0,,2022-08-23,,,,33.0,,,0.0,0.0,2.58,1114.56,0.640320644386787
28743,9911609966,8/23/2022,200.0,1430.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0238851v1,10.0,0.0,2.0,3.0,,2022-08-23,,,,17.0,,,0.0,0.0,2.41,520.56,0.635972027972028
28744,9343891000,6/29/2022,120.0,1053.6,Distributor,New Business,,Closed and Won,New Project In Portal,,Email Marketing,6,High Res Preview,10.02102854v1,10.0,0.0,2.0,3.0,,2022-08-25,,,,10.0,,,0.0,0.0,2.58,340.56,0.6767653758542141
28746,9913464840,8/23/2022,310.0,2320.7,Distributor,Existing Business,,Closed and Won,Reorder Button,,SAGE,1,,55.0297124v1,55.0,0.0,114.0,3.0,,2022-08-24,,,,26.0,,,0.0,0.0,2.49,806.76,0.6523635110096091
28747,9343545919,6/29/2022,480.0,3374.4,Distributor,Existing Business,,Closed and Won,,,SAGE,5,,10.02108962v5,10.0,0.0,2.0,3.0,,2022-08-25,,,,40.0,,,0.0,0.0,2.41,1185.72,0.6486130867709816
28748,9773082289,8/9/2022,360.0,3488.4,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.0242901v5,10.0,0.0,2.0,3.0,,2022-08-24,,,,30.0,,,0.0,0.0,2.41,896.52,0.742999656002752
28749,9554375273,7/21/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Low ,10.02108476v2,10.0,0.0,2.0,3.0,,2022-08-24,,,,10.0,,,0.0,0.0,2.58,340.56,0.6352185089974293
28750,9475653930,7/12/2022,800.0,8264.0,Direct,New Business,,Closed and Won,,,Referrals,4,Low ,10.02109526v1,10.0,0.0,2.0,3.0,,2022-08-24,,,,68.0,,,0.0,0.0,2.41,2024.4,0.7550338818973863
28751,8196641684,3/11/2022,60.0,746.4,Distributor,Existing Business,,Closed and Won,,,,2,High Res Preview,55.02110971v1,55.0,0.0,114.0,3.0,,2022-08-24,,,,5.0,,,0.0,0.0,3.74,269.28,0.6392282958199357
28752,9758262909,8/8/2022,360.0,3686.4,Direct,Existing Business,,Closed and Won,,,Direct Traffic,2,Not Rated,10.02108195v1,10.0,0.0,2.0,3.0,,2022-08-24,,,,30.0,,,0.0,0.0,2.41,896.52,0.7568033854166667
28753,9691479609,8/3/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Low ,10.02107794v1,10.0,0.0,2.0,3.0,,2022-08-24,,,,5.0,,,0.0,0.0,3.66,263.52,0.6099467140319716
28754,9828763912,8/15/2022,500.0,3515.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.0292305v1,10.0,0.0,2.0,3.0,,2022-08-24,,,,42.0,,,0.0,0.0,2.41,1243.56,0.6462133712660029
28755,9913735778,8/23/2022,550.0,4174.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,55.02102674v1,55.0,0.0,114.0,1.0,,2022-08-24,,,,46.0,,,0.0,0.0,1.88,1060.32,0.74600071864894
28756,9897584791,8/22/2022,60.0,466.8,Distributor,Existing Business,,Closed and Won,,,SAGE,3,Not Rated,10.02110974v1,10.0,0.0,2.0,3.0,,2022-08-24,,,,5.0,,,0.0,0.0,3.66,263.52,0.43547557840616974
28757,9912093844,8/23/2022,300.0,2244.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Low ,10.02111277v1,10.0,0.0,2.0,3.0,,2022-08-24,,,,25.0,,,0.0,0.0,2.41,751.92,0.6649197860962567
28758,9828772885,8/15/2022,510.0,4193.77,Distributor,New Business,,Closed and Won,,,WT Outbound,4,Low ,46.02110351v1,46.0,0.0,113.0,1.0,,2022-08-25,,,,44.0,,,0.0,0.0,1.96,1081.92,0.7420173256997881
28759,9691362075,8/3/2022,120.0,963.6,Wholesale,Existing Business,,Closed and Won,Revision Request,,Paid Search,1,,10.02107420v5,10.0,0.0,2.0,3.0,,2022-08-24,,,,10.0,,,0.0,0.0,2.58,340.56,0.6465753424657533
28760,9525325149,7/18/2022,120.0,1454.4,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02104666v5,10.0,0.0,2.0,4.0,,2022-09-06,,,,10.0,,,0.0,0.0,2.58,340.56,0.7658415841584159
28761,8688627633,4/22/2022,250.0,2778.44,Distributor,Existing Business,,Closed and Won,,,,4,Low ,46.0292083v1,46.0,0.0,113.0,1.0,,2022-08-24,,,,21.0,,,0.0,0.0,1.96,517.44,0.8137659981860325
28763,9834443379,8/16/2022,200.0,1556.0,Distributor,Existing Business,,Closed and Won,,,WT Outbound,2,Not Rated,10.02109994v1,10.0,0.0,2.0,3.0,,2022-08-24,,,,17.0,,,0.0,0.0,2.41,520.56,0.6654498714652957
28764,9853157297,8/17/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,Low ,10.02110551v2,10.0,0.0,2.0,3.0,,2022-08-24,,,,5.0,,,0.0,0.0,3.66,263.52,0.6099467140319716
28765,9908579442,8/23/2022,1406.0,9399.45,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Pre-Hubspot Contact,2,Low ,55.02111366v1,55.0,0.0,114.0,3.0,,2022-08-24,,,,118.0,,,0.0,0.0,2.1,2998.8,0.6809600561734995
28766,9639297296,7/29/2022,240.0,2803.68,Direct,New Business,,Closed and Won,,,Email Marketing,2,High Res Preview,55.02106747v1,55.0,0.0,114.0,3.0,,2022-08-24,,,,20.0,,,0.0,0.0,3.74,879.1199999999999,0.6864406779661018
28767,9622477718,7/28/2022,480.0,5280.29,Direct,New Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,High Res Preview,10.02106846v3,10.0,0.0,2.0,1.0,,2022-08-25,,,,40.0,,,0.0,0.0,1.96,987.84,0.8129193661711762
28768,9901486988,8/22/2022,120.0,1090.8,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Low ,46.02111025v1,46.0,0.0,113.0,1.0,,2022-08-24,,,,10.0,,,0.0,0.0,2.23,294.36,0.7301430143014301
28769,9923735840,8/24/2022,60.0,603.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,10.0286957v1,10.0,0.0,2.0,4.0,,2022-08-24,,,,5.0,,,0.0,0.0,2.58,185.76,0.6922465208747515
28770,9923901026,8/24/2022,350.0,2747.5,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,10.0227001v1,10.0,0.0,2.0,3.0,,2022-08-24,,,,30.0,,,0.0,0.0,2.41,896.52,0.6736960873521383
28771,9545772920,7/20/2022,375.0,2748.75,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02105198v1,10.0,0.0,2.0,1.0,,2022-08-24,,,,32.0,,,0.0,0.0,1.96,776.16,0.7176316507503411
28772,9836382626,8/16/2022,360.0,2638.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,55.02111292v1,55.0,0.0,114.0,1.0,,2022-08-24,,,,30.0,,,0.0,0.0,1.96,729.12,0.7236925875397908
28773,9921990767,8/24/2022,275.0,1864.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Not Rated,10.02111374v1,10.0,0.0,2.0,3.0,,2022-08-25,,,,23.0,,,0.0,0.0,2.41,694.08,0.627739340305712
28774,9860788785,8/18/2022,160.0,1735.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,12.02110474v1,12.0,0.0,4.0,3.0,,2022-08-24,,,,14.0,,,0.0,0.0,3.41,675.12,0.6109266943291839
28775,9807232113,8/12/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02109593v1,10.0,0.0,2.0,3.0,,2022-08-25,,,,5.0,,,0.0,0.0,3.66,263.52,0.6099467140319716
28776,9910174363,8/23/2022,400.0,2712.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,7,Not Rated,10.02111074v2,10.0,0.0,2.0,1.0,,2022-08-24,,,,34.0,,,0.0,0.0,1.96,823.2,0.6964601769911504
28777,9897688478,8/22/2022,120.0,1083.6,Distributor,Existing Business,,Closed and Won,New Project In Portal,,SAGE,1,Low ,10.02110932v2,10.0,0.0,2.0,3.0,,2022-08-24,,,,10.0,,,0.0,0.0,2.58,340.56,0.6857142857142857
28778,9698972578,8/4/2022,60.0,693.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,4,High Res Preview,10.02109654v2,10.0,0.0,2.0,3.0,,2022-08-24,,,,5.0,,,0.0,0.0,3.66,263.52,0.6200692041522492
28779,9602512026,7/26/2022,180.0,2544.74,Direct,Existing Business,,Closed and Won,Reorder Button,,Intake,2,High ,10.0259041v1,10.0,0.0,2.0,3.0,,2022-08-24,,,,15.0,,,0.0,0.0,3.66,604.0799999999999,0.7626162201246492
28780,9785169752,8/10/2022,120.0,1557.6,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,Organic Search,1,Not Rated,55.02109438v2,55.0,0.0,114.0,3.0,,2022-08-24,,,,10.0,,,0.0,0.0,2.66,351.12,0.7745762711864408
28781,9912135459,8/23/2022,250.0,2727.5,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02111322v1,10.0,0.0,2.0,3.0,,2022-08-25,,,,21.0,,,0.0,0.0,2.41,636.24,0.7667314390467462
28782,9930778962,8/25/2022,480.0,3770.08,Distributor,Existing Business,,Closed and Won,Reorder Button,,SAGE,1,,10.0261941v1,10.0,0.0,2.0,3.0,,2022-08-25,,,,40.0,,,0.0,0.0,2.41,1185.72,0.685492085048593
28783,9835356229,8/16/2022,120.0,1454.4,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,Medium ,10.02110568v4,10.0,0.0,2.0,3.0,,2022-08-25,,,,10.0,,,0.0,0.0,2.58,340.56,0.7658415841584159
28784,9924548097,8/24/2022,230.0,3591.1,Distributor,Existing Business,,Payment Pending,,,Client Referral,5,,10.0243578v1,10.0,0.0,2.0,1.0,,2022-08-25,,,,20.0,,,0.0,0.0,1.96,493.92,0.8624599704825819
28785,9924395826,8/24/2022,287.0,1882.72,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,,12.0278138v1,12.0,0.0,4.0,3.0,,2022-08-25,,,,24.0,,,0.0,0.0,2.16,648.0,0.6558171156624458
28786,9924487278,8/24/2022,60.0,682.48,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,,10.0278137v1,10.0,0.0,2.0,1.0,,2022-09-12,,,,5.0,,,0.0,0.0,2.56,184.32,0.7299261516821006
28787,9764383831,8/8/2022,1360.0,10907.2,Direct,Existing Business,,Closed and Won,Quote Request,,Organic Search,1,High Res Preview,20.02110571v1,20.0,0.0,11.0,1.0,,2022-08-25,,,,114.0,,,0.0,0.0,2.71,3739.8,0.6571255684318615
28789,9931284904,8/25/2022,64.0,720.64,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,17.0290600v1,17.0,0.0,9.0,3.0,,2022-08-25,,,,6.0,,,0.0,0.0,3.66,307.44,0.5733792184724689
28790,9665605555,8/1/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,10.02107786v1,10.0,0.0,2.0,3.0,,2022-08-25,,,,10.0,,,0.0,0.0,2.58,340.56,0.6352185089974293
28791,9922350904,8/24/2022,1300.0,7826.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Pre-Hubspot Contact,2,Not Rated,10.0243598v2,10.0,0.0,2.0,1.0,,2022-08-25,,,,109.0,,,0.0,0.0,1.71,2257.2,0.7115767952977256
28792,9614148790,7/27/2022,200.0,2780.11,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,Email Marketing,1,High Res Preview,55.02106526v3,55.0,0.0,114.0,3.0,,2022-08-25,,,,17.0,,,0.0,0.0,2.49,537.84,0.8065400289916586
28793,9922165605,8/24/2022,60.0,603.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02111508v1,10.0,0.0,2.0,3.0,,2022-08-25,,,,5.0,,,0.0,0.0,3.66,263.52,0.5634194831013917
28794,9931204685,8/25/2022,240.0,2661.6,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,,55.02111445v1,55.0,0.0,114.0,3.0,,2022-08-30,,,,20.0,,,0.0,0.0,3.74,1077.12,0.5953110910730388
28795,9703297795,8/4/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,Intake 2.0 Edward,,Pre-Hubspot Contact,2,High Res Preview,10.02109980v3,10.0,0.0,2.0,3.0,,2022-08-29,,,,5.0,,,0.0,0.0,3.66,263.52,0.6099467140319716
28796,9583526770,7/24/2022,241.0,1969.85,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,10.02107454v4,10.0,0.0,2.0,3.0,,2022-08-25,,,,21.0,,,0.0,0.0,2.41,636.24,0.6770109399192832
28798,9872926280,8/19/2022,120.0,1460.72,Direct,New Business,,Closed and Won,Quote Request,,Organic Search,1,,10.0242992v1,10.0,0.0,2.0,3.0,,2022-08-29,,,,10.0,,,0.0,0.0,2.58,340.56,0.7668547017908977
28799,9893471793,8/22/2022,100.0,1569.0,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,Organic Search,1,Low ,10.02111055v3,10.0,0.0,2.0,3.0,,2022-08-25,,,,9.0,,,0.0,0.0,3.58,429.6,0.7261950286806884
28800,9933973373,8/25/2022,546.0,0.0,Distributor,New Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.02104632v6,10.0,0.0,2.0,3.0,,2022-08-25,,,,46.0,,,0.0,0.0,2.16,1218.24,0.0
28802,9880357149,8/20/2022,360.0,2533.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.02105219v7,10.0,0.0,2.0,3.0,,2022-08-26,,,,30.0,,,0.0,0.0,2.41,896.52,0.6461757044754914
28803,9901935911,8/22/2022,700.0,4921.0,Distributor,Existing Business,,Payment Pending,,,Pre-Hubspot Contact,2,Low ,10.02111584v1,10.0,0.0,2.0,3.0,,2022-08-25,,,,59.0,,,0.0,0.0,2.16,1555.2,0.6839666734403577
28804,9476148389,7/12/2022,144.0,2037.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,High Res Preview,10.02104156v1,10.0,0.0,2.0,4.0,,2022-10-10,,,,12.0,,,0.0,0.0,2.58,433.44,0.7872791519434629
28805,9859665984,8/18/2022,100.0,976.0,Distributor,Existing Business,,Closed and Won,,,,3,Medium ,10.02111141v3,10.0,0.0,2.0,3.0,,2022-08-25,,,,9.0,,,0.0,0.0,3.58,429.6,0.5598360655737704
28806,9805947063,8/12/2022,75.0,1158.0,Direct,Existing Business,,Closed and Won,Intake 3.0,,Intake,1,High Res Preview,10.02109533v1,10.0,0.0,2.0,3.0,,2022-08-26,,,,7.0,,,0.0,0.0,3.66,351.36,0.6965803108808291
28807,9837493591,8/16/2022,490.0,3444.7,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High ,10.02110409v2,10.0,0.0,2.0,3.0,,2022-08-25,,,,41.0,,,0.0,0.0,2.41,1214.64,0.6473887421255842
28808,6268788125,9/21/2021,240.0,2618.4,Direct,New Business,,Closed and Won,Template Download,,,1,High Res Preview,10.0251310v1,10.0,0.0,2.0,1.0,,2022-08-29,,,,20.0,,,0.0,0.0,1.96,493.92,0.811365719523373
28809,9935375679,8/25/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0286658v1,10.0,0.0,2.0,1.0,,2022-08-25,,,,5.0,,,0.0,0.0,2.56,184.32,0.7271758436944938
28810,9566212898,7/22/2022,360.0,3776.19,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02105486v3,10.0,0.0,2.0,3.0,,2022-08-25,,,,30.0,,,0.0,0.0,2.41,896.52,0.7625860986867716
28811,9862288296,8/18/2022,250.0,1962.5,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,2,,10.0251723v1,10.0,0.0,2.0,3.0,,2022-08-25,,,,21.0,,,0.0,0.0,2.41,636.24,0.6758012738853503
28812,9904511002,8/23/2022,300.0,2355.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,5,High Res Preview,10.02111005v2,10.0,0.0,2.0,3.0,,2022-08-26,,,,25.0,,,0.0,0.0,2.41,751.92,0.6807133757961783
28814,9851864589,8/17/2022,450.0,3298.5,Distributor,Existing Business,,Closed and Won,,,WT Strategic Partnerships,1,Medium ,10.02110440v1,10.0,0.0,2.0,3.0,,2022-08-25,,,,38.0,,,0.0,0.0,2.41,1127.88,0.65806275579809
28815,9932228791,8/25/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02111714v1,10.0,0.0,2.0,4.0,,2022-08-25,,,,5.0,,,0.0,0.0,2.58,185.76,0.7250444049733571
28816,9935837339,8/25/2022,600.0,3318.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.0216095v1,10.0,0.0,2.0,4.0,,2022-08-26,,,,50.0,,,0.0,0.0,2.58,1606.56,0.5158047016274865
28817,9901422350,8/22/2022,200.0,1756.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0232400v2,10.0,0.0,2.0,3.0,,2022-08-26,,,,17.0,,,0.0,0.0,2.41,520.56,0.7035535307517085
28818,9901351203,8/22/2022,120.0,1053.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0229027v1,10.0,0.0,2.0,1.0,,2022-08-26,,,,10.0,,,0.0,0.0,2.23,294.36,0.7206150341685649
28819,9923765780,8/24/2022,240.0,2668.8,Direct,Existing Business,,Closed and Won,,,Referrals,1,High Res Preview,10.02111494v2,10.0,0.0,2.0,1.0,,2022-08-26,,,,20.0,,,0.0,0.0,2.23,588.72,0.7794064748201438
28820,9935391909,8/25/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,,,CommonSku,1,,10.0288654v1,10.0,0.0,2.0,4.0,,2022-08-29,,,,10.0,,,0.0,0.0,2.58,340.56,0.6352185089974293
28821,9878928473,8/20/2022,60.0,675.6,Wholesale,New Business,,Closed and Won,,,Paid Search,4,High Res Preview,10.02111387v1,10.0,0.0,2.0,3.0,,2022-08-26,,,,5.0,,,0.0,0.0,3.66,263.52,0.6099467140319716
28822,9943487856,8/26/2022,250.0,1962.5,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event Longer Than 1 Year Ago,2,,10.0270329v2,10.0,0.0,2.0,3.0,,2022-08-26,,,,21.0,,,0.0,0.0,2.41,636.24,0.6758012738853503
28823,9688369056,8/3/2022,60.0,603.6,Distributor,Existing Business,,Closed and Won,Template Download,,Email Marketing,1,Medium ,10.02107848v3,10.0,0.0,2.0,3.0,,2022-08-26,,,,5.0,,,0.0,0.0,3.66,263.52,0.5634194831013917
28824,7371298619,12/30/2021,500.0,5721.94,Direct,New Business,,Closed and Won,,,,2,,10.0269916v1,10.0,0.0,2.0,1.0,,2022-08-26,,,,42.0,,,0.0,0.0,1.96,1011.36,0.8232487582882729
28825,9920459415,8/24/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated,10.02111733v1,10.0,0.0,2.0,3.0,,2022-08-26,,,,5.0,,,0.0,0.0,3.66,263.52,0.6099467140319716
28826,9910577763,8/23/2022,800.0,5312.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0284005v5,10.0,0.0,2.0,3.0,,2022-08-26,,,,67.0,,,0.0,0.0,1.91,1558.56,0.7065963855421686
28827,9878738717,8/20/2022,800.0,5312.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated,10.03111373v1,10.0,0.0,2.0,3.0,,2022-08-26,,,,67.0,,,0.0,0.0,1.91,1558.56,0.7065963855421686
28828,9909483695,8/23/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02111196v1,10.0,0.0,2.0,4.0,,2022-08-29,,,,5.0,,,0.0,0.0,2.58,185.76,0.6827868852459017
28829,9923954735,8/24/2022,200.0,1756.0,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,10.0218490v1,10.0,0.0,2.0,3.0,,2022-08-31,,,,17.0,,,0.0,0.0,2.41,520.56,0.7035535307517085
28830,9779222115,8/10/2022,60.0,1000.12,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,Pre-Hubspot Contact,2,High Res Preview,10.0294977v1,10.0,0.0,2.0,1.0,,2022-08-26,,,,5.0,,,0.0,0.0,2.56,184.32,0.8157021157461104
28831,9922689307,8/24/2022,120.0,1297.96,Distributor,New Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02111505v1,10.0,0.0,2.0,4.0,,2022-08-29,,,,10.0,,,0.0,0.0,2.58,371.52,0.7137662177570958
28832,9923596564,8/24/2022,150.0,1294.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,55.02111825v1,55.0,0.0,114.0,3.0,,2022-08-26,,,,13.0,,,0.0,0.0,2.49,418.32,0.6768482039397451
28833,9945095772,8/26/2022,140.0,1264.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,2,,10.02102135v1,10.0,0.0,2.0,3.0,,2022-08-26,,,,12.0,,,0.0,0.0,2.41,375.96,0.7026103464641671
28835,9887111044,8/21/2022,120.0,1792.8,Direct,Existing Business,,Closed and Won,,,Referrals,2,,10.0227077v2,10.0,0.0,2.0,4.0,,2022-08-26,,,,10.0,,,0.0,0.0,2.58,371.52,0.7927710843373494
28836,9924765262,8/24/2022,125.0,1097.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0218504v1,10.0,0.0,2.0,3.0,,2022-08-26,,,,11.0,,,0.0,0.0,2.58,371.52,0.6614851936218679
28838,9932073604,8/25/2022,1000.0,6250.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Low ,10.02111710v1,10.0,0.0,2.0,1.0,,2022-08-26,,,,84.0,,,0.0,0.0,1.79,1825.8,0.707872
28840,9945319185,8/26/2022,120.0,693.6,Distributor,New Business,,Closed and Won,Reorder Button,,Email Marketing,1,,10.0218426v4,10.0,0.0,2.0,1.0,,2022-08-26,,,,10.0,,,0.0,0.0,2.23,294.36,0.5756055363321799
28841,9945486746,8/26/2022,240.0,0.0,Direct,New Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.0299296v2,10.0,0.0,2.0,4.0,,2022-08-26,,,,20.0,,,0.0,0.0,2.41,607.32,0.0
28842,9934006709,8/25/2022,120.0,858.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,Low ,10.02111761v1,10.0,0.0,2.0,1.0,,2022-08-26,,,,10.0,,,0.0,0.0,2.23,294.36,0.6569230769230769
28843,9417496357,7/6/2022,250.0,3051.54,Direct,Existing Business,,Closed and Won,,,Paid Search,2,Low ,55.02103631v3,55.0,0.0,114.0,1.0,,2022-08-26,,,,22.0,,,0.0,0.0,2.23,642.24,0.789535775378989
28844,9701786036,8/4/2022,720.0,5882.4,Wholesale,Existing Business,,Closed and Won,,,Direct Traffic,1,High Res Preview,10.02111659v1,10.0,0.0,2.0,1.0,,2022-08-26,,,,60.0,,,0.0,0.0,2.23,1766.16,0.6997552019583844
28846,9913876139,8/23/2022,800.0,5312.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02111350v1,10.0,0.0,2.0,1.0,,2022-08-26,,,,67.0,,,0.0,0.0,1.79,1460.64,0.7250301204819276
28847,9945069446,8/26/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,44.02111824v1,44.0,0.0,21.0,1.0,,2022-08-26,,,,5.0,,,0.0,0.0,2.56,184.32,0.7271758436944938
28848,9781579611,8/10/2022,100.0,1151.0,Distributor,New Business,,Closed and Won,New Project In Portal,,WT Outbound,3,High Res Preview,17.02110271v3,17.0,0.0,9.0,4.0,,2022-08-26,,,,9.0,,,0.0,0.0,2.58,309.6,0.7310165073848827
28849,9936021433,8/25/2022,240.0,2095.2,Wholesale,Existing Business,,Closed and Won,,,Direct Traffic,1,Medium ,10.04111794v2,10.0,0.0,2.0,1.0,,2022-08-26,,,,20.0,,,0.0,0.0,2.23,588.72,0.7190148911798396
28850,9947075957,8/26/2022,200.0,1430.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,,10.0248395v1,10.0,0.0,2.0,4.0,,2022-08-29,,,,17.0,,,0.0,0.0,2.41,520.56,0.635972027972028
28851,9275948439,6/22/2022,1000.0,9570.0,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,6,Medium ,10.02109493v2,10.0,0.0,2.0,3.0,,2022-08-30,,,,84.0,,,0.0,0.0,1.91,1948.2,0.7964263322884013
28852,9827741966,8/15/2022,60.0,1359.0,Wholesale,Existing Business,,Closed and Won,,,Organic Search,1,,55.02110558v5,55.0,0.0,114.0,1.0,,2022-08-30,,,,5.0,,,0.0,0.0,2.56,184.32,0.8643708609271523
28853,9896317759,8/22/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,High Res Preview,10.02111064v1,10.0,0.0,2.0,1.0,,2022-08-29,,,,10.0,,,0.0,0.0,2.23,294.36,0.6847043701799486
28854,9931308942,8/25/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0214594v4,10.0,0.0,2.0,4.0,,2022-08-29,,,,5.0,,,0.0,0.0,2.58,185.76,0.7250444049733571
28856,9931719206,8/25/2022,120.0,1416.95,Direct,New Business,,Closed and Won,3D Builder,,Intake,1,High Res Preview,10.02111554v2,10.0,0.0,2.0,1.0,,2022-08-29,,,,10.0,,,0.0,0.0,2.23,294.36,0.7922580189844385
28857,9845930309,8/17/2022,150.0,1204.5,Distributor,Existing Business,,Closed and Won,Intake 2.0 Edward,,SAGE,2,High Res Preview,10.02111154v1,10.0,0.0,2.0,1.0,,2022-08-29,,,,13.0,,,0.0,0.0,1.96,329.28,0.7266251556662516
28858,9919594111,8/24/2022,60.0,641.4,Distributor,New Business,,Closed and Won,New Project In Portal,,CommonSku,1,High Res Preview,55.02111253v4,55.0,0.0,114.0,4.0,,2022-08-29,,,,5.0,,,0.0,0.0,2.75,198.0,0.6913002806361085
28859,9921913496,8/24/2022,60.0,603.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02111352v1,10.0,0.0,2.0,4.0,,2022-08-29,,,,5.0,,,0.0,0.0,2.58,185.76,0.6922465208747515
