po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,dont_use_total_intl_unit_cost,total_intl_sku_cost,cost_per_sku,total_sku_cost,gross_margin,month,year
37614,13969762146,7/4/2023,120.0,1506.02,Direct,Existing Business,,Closed and Won,Revision Request,,Paid Search,1,,10.02173975v2,10.0,0.0,2.0,1.0,,2023-07-05,,,,10.0,,,0.0,0.0,2.23,294.36,0.804544428360845,7,2023
37615,13927962739,6/30/2023,0.0,3880.8,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Medium ,932174200v1,93.0,360.0,120.0,10.0,45141.0,2023-07-06,Direct,existingbusiness,13927962739.0,30.0,1.8,0.0,691.2,648.0,,648.0,0.8330241187384044,7,2023
37616,13868630797,6/26/2023,0.0,3605.0,Direct,Existing Business,,Closed and Won,,,Organic Search,1,,932117759v1,93.0,500.0,120.0,10.0,45135.0,2023-07-06,Direct,existingbusiness,13868630797.0,42.0,1.31,0.0,675.96,655.0,,655.0,0.8183079056865464,7,2023
37618,13982489430,7/5/2023,175.0,2042.25,Direct,New Business,,Closed and Won,3D Builder,,Pre-Hubspot Contact,1,,10.02174095v1,10.0,0.0,2.0,1.0,,2023-07-06,,,,15.0,,,0.0,0.0,1.96,376.32,0.8157326478149101,7,2023
37619,13982566841,7/5/2023,60.0,697.8,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,46.02157961v2,46.0,0.0,113.0,1.0,,2023-07-06,,,,5.0,,,0.0,0.0,2.56,184.32,0.7358555460017198,7,2023
37620,13904856350,6/28/2023,120.0,1126.8,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,,10.02174138v1,10.0,0.0,2.0,1.0,,2023-07-05,,,,10.0,,,0.0,0.0,2.23,294.36,0.7387646432374867,7,2023
37622,13823097977,6/22/2023,160.0,1480.0,Distributor,New Business,,Closed and Won,Intake 4.0 Logged In,,,1,Low ,10.02172571v1,10.0,0.0,2.0,1.0,,2023-07-11,,,,14.0,,,0.0,0.0,1.96,352.8,0.7616216216216216,7,2023
37623,13983585305,7/5/2023,250.0,2855.09,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,2,,10.02146991v2,10.0,0.0,2.0,4.0,,2023-07-05,,,,21.0,,,0.0,0.0,2.54,670.56,0.7651352496768928,7,2023
37624,13956629162,7/3/2023,325.0,2619.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low ,10.02173883v2,10.0,0.0,2.0,1.0,,2023-07-05,,,,28.0,,,0.0,0.0,1.96,682.08,0.7396144302347777,7,2023
37625,13983455362,7/5/2023,300.0,2418.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,,10.02107794v2,10.0,0.0,2.0,1.0,,2023-07-07,,,,25.0,,,0.0,0.0,1.96,611.52,0.7470967741935484,7,2023
37626,13983804854,7/5/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02174176v1,10.0,0.0,2.0,4.0,,2023-07-05,,,,5.0,,,0.0,0.0,2.83,203.76,0.7039232781168265,7,2023
37627,13982656612,7/5/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02174139v1,10.0,0.0,2.0,3.0,,2023-07-06,,,,5.0,,,0.0,0.0,2.85,205.2,0.7018308631211857,7,2023
37628,13994804741,7/6/2023,60.0,513.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.02171181v1,10.0,0.0,2.0,1.0,,2023-07-06,,,,5.0,,,0.0,0.0,2.56,184.32,0.6408417770849572,7,2023
37629,13981605264,7/5/2023,30.0,542.21,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,55.02174098v1,55.0,0.0,114.0,3.0,,2023-07-06,,,,3.0,,,0.0,0.0,2.93,140.64,0.7406171040740673,7,2023
37630,13994176574,7/6/2023,30.0,398.7,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.02159491v1,10.0,0.0,2.0,1.0,,2023-07-06,,,,3.0,,,0.0,0.0,3.18,152.64,0.6171557562076749,7,2023
37631,13979826098,7/5/2023,60.0,1047.28,Direct,New Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.02174063v2,10.0,0.0,2.0,3.0,,2023-07-06,,,,5.0,,,0.0,0.0,2.85,205.2,0.8040638606676342,7,2023
37632,13995068313,7/6/2023,750.0,5032.5,Direct,Existing Business,,Closed and Won,,,Organic Search,1,,10.02155644v1,10.0,0.0,2.0,1.0,,2023-07-06,,,,63.0,,,0.0,0.0,1.79,1374.72,0.7268315946348732,7,2023
37633,13872002730,6/26/2023,120.0,1270.34,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Direct Traffic,1,Medium ,10.02172998v2,10.0,0.0,2.0,1.0,,2023-07-06,,,,10.0,,,0.0,0.0,2.23,294.36,0.7682825070453579,7,2023
37634,13956861980,7/3/2023,120.0,1641.74,Direct,Existing Business,,Closed and Won,,,Direct Traffic,1,,10.02171913v1,10.0,0.0,2.0,3.0,,2023-07-06,,,,10.0,,,0.0,0.0,2.72,359.04,0.7813052005798726,7,2023
37635,13983876534,7/5/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,Low ,10.02175197v1,10.0,0.0,2.0,1.0,,2023-07-13,,,,10.0,,,0.0,0.0,2.23,294.36,0.7274444444444444,7,2023
37636,13982784148,7/5/2023,120.0,1140.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02174886v1,10.0,0.0,2.0,1.0,,2023-07-06,,,,10.0,,,0.0,0.0,2.23,294.36,0.7417894736842106,7,2023
37637,13504565113,5/30/2023,120.0,960.0,Distributor,Existing Business,,Closed and Won,Logged-In Design Request,,Paid Search,3,High Res Preview,10.02167869v4,10.0,0.0,2.0,4.0,,2023-07-13,,,,10.0,,,0.0,0.0,2.71,357.72,0.627375,7,2023
37638,13956336901,7/3/2023,30.0,647.7,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Paid Search,1,Low ,10.02174121v2,10.0,0.0,2.0,1.0,,2023-07-06,,,,3.0,,,0.0,0.0,3.18,152.64,0.7643353404353868,7,2023
37639,13911734094,6/29/2023,120.0,1400.4,Direct,New Business,,Closed and Won,3D Builder,,Paid Search,1,,10.02173567v1,10.0,0.0,2.0,1.0,,2023-07-06,,,,10.0,,,0.0,0.0,2.23,294.36,0.789802913453299,7,2023
37640,13864992288,6/26/2023,120.0,1407.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,11.04172720v1,11.0,0.0,3.0,4.0,,2023-07-11,,,,10.0,,,0.0,0.0,2.83,407.52,0.710362473347548,7,2023
37641,13461380778,5/26/2023,30.0,458.7,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,10.02167929v1,10.0,0.0,2.0,1.0,,2023-07-06,,,,3.0,,,0.0,0.0,3.18,152.64,0.6672334859385219,7,2023
37642,13808197488,6/21/2023,360.0,3286.2,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,High Res Preview,10.03174126v1,10.0,0.0,2.0,3.0,,2023-07-06,,,,31.0,,,0.0,0.0,2.85,1058.64,0.6778528391455175,7,2023
37643,13981562669,7/5/2023,30.0,409.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,5,Low ,55.02174175v2,55.0,0.0,114.0,3.0,,2023-07-07,,,,3.0,,,0.0,0.0,2.93,140.64,0.6563049853372435,7,2023
37644,13996662446,7/6/2023,30.0,458.7,Distributor,Existing Business,,Closed and Won,Portal Order,,Event in the Past Year,1,,10.02167931v1,10.0,0.0,2.0,1.0,,2023-07-06,,,,3.0,,,0.0,0.0,3.18,152.64,0.6672334859385219,7,2023
37645,13997987952,7/6/2023,2000.0,12440.0,Distributor,Existing Business,,Closed and Won,Portal Order,,Pre-Hubspot Contact,2,,10.02155608v2,10.0,0.0,2.0,3.0,,2023-07-06,,,,167.0,,,0.0,0.0,2.01,4052.16,0.6742636655948553,7,2023
37646,13983486318,7/5/2023,250.0,2865.0,Direct,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Pre-Hubspot Contact,1,Low ,10.02171526v2,10.0,0.0,2.0,1.0,,2023-07-06,,,,21.0,,,0.0,0.0,1.96,517.44,0.8193926701570681,7,2023
37647,13461564709,5/26/2023,30.0,458.7,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,10.02167821v1,10.0,0.0,2.0,3.0,,2023-07-06,,,,3.0,,,0.0,0.0,3.18,152.64,0.6672334859385219,7,2023
37649,13886374272,6/27/2023,60.0,643.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview,46.02173030v2,46.0,0.0,113.0,3.0,,2023-07-06,,,,5.0,,,0.0,0.0,2.85,205.2,0.6812674743709226,7,2023
37650,13998101772,7/6/2023,200.0,2334.0,Direct,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,1,,10.0214706v1,10.0,0.0,2.0,3.0,,2023-07-06,,,,17.0,,,0.0,0.0,2.54,548.64,0.764935732647815,7,2023
37651,13984297475,7/5/2023,56.0,763.84,Distributor,Existing Business,,Closed and Won,Revision Request,,Client Referral,2,,55.02169624v6,55.0,0.0,114.0,3.0,,2023-07-06,,,,5.0,,,0.0,0.0,2.93,210.96,0.7238165060745706,7,2023
37652,13958759712,7/3/2023,1000.0,6460.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Client Referral,1,,10.02173987v1,10.0,0.0,2.0,1.0,,2023-07-06,,,,84.0,,,0.0,0.0,1.79,1825.8,0.7173684210526315,7,2023
37654,13998124095,7/6/2023,60.0,636.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,Low ,55.02174359v1,55.0,0.0,114.0,3.0,,2023-07-07,,,,5.0,,,0.0,0.0,2.93,210.96,0.6683018867924527,7,2023
37655,13604932130,6/6/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02169202v2,10.0,0.0,2.0,4.0,,2023-07-06,,,,10.0,,,0.0,0.0,2.71,357.72,0.6687777777777778,7,2023
37656,13982653737,7/5/2023,120.0,960.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02174330v1,10.0,0.0,2.0,4.0,,2023-07-06,,,,10.0,,,0.0,0.0,2.71,357.72,0.627375,7,2023
37657,13913112643,6/29/2023,400.0,3468.0,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,2,,10.02173979v4,10.0,0.0,2.0,1.0,,2023-07-06,,,,34.0,,,0.0,0.0,1.96,823.2,0.7626297577854672,7,2023
37658,13999273041,7/6/2023,390.0,4964.71,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,,10.03174432v1,10.0,0.0,2.0,4.0,,2023-07-07,,,,33.0,,,0.0,0.0,2.83,1080.72,0.7823196118202271,7,2023
37659,13981769994,7/5/2023,60.0,773.4,Direct,New Business,,Closed and Won,,,Intake,1,,10.02174042v1,10.0,0.0,2.0,3.0,,2023-07-07,,,,5.0,,,0.0,0.0,2.85,205.2,0.7346780449961211,7,2023
37660,13999183706,7/6/2023,67.0,768.49,Distributor,Existing Business,,Closed and Won,Portal Order,,Client Referral,2,,10.0298144v1,10.0,0.0,2.0,3.0,,2023-07-06,,,,6.0,,,0.0,0.0,2.85,239.4,0.6884800062460149,7,2023
37661,13982171032,7/5/2023,120.0,1520.4,Direct,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Organic Search,1,High Res Preview,10.02174323v2,10.0,0.0,2.0,4.0,,2023-07-07,,,,10.0,,,0.0,0.0,2.71,357.72,0.7647198105761641,7,2023
37662,13784244778,6/19/2023,0.0,1293.6,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,932174400v1,93.0,120.0,120.0,10.0,45139.0,2023-07-07,Direct,existingbusiness,13784244778.0,10.0,1.8,0.0,237.6,216.0,,216.0,0.8330241187384044,7,2023
37663,13998188091,7/6/2023,101.0,1158.47,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Low ,10.02174373v1,10.0,0.0,2.0,4.0,,2023-07-07,,,,9.0,,,0.0,0.0,2.83,339.6,0.7068547308087391,7,2023
37664,14006070854,7/7/2023,360.0,2856.13,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,10.02136030v1,10.0,0.0,2.0,4.0,,2023-07-07,,,,30.0,,,0.0,0.0,2.54,944.88,0.6691747224391046,7,2023
37665,13836192037,6/23/2023,120.0,1346.4,Distributor,Existing Business,,Closed and Won,,,ASI Connect,1,Medium ,10.02174123v1,10.0,0.0,2.0,4.0,,2023-07-07,,,,10.0,,,0.0,0.0,2.83,407.52,0.6973262032085562,7,2023
37666,12765041704,3/29/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.02158371v1,10.0,0.0,2.0,4.0,,2023-07-07,,,,5.0,,,0.0,0.0,2.83,203.76,0.7039232781168265,7,2023
37667,14007901494,7/7/2023,150.0,1486.9,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.02164775v1,10.0,0.0,2.0,4.0,,2023-07-07,,,,13.0,,,0.0,0.0,2.54,426.72,0.7130136525657408,7,2023
37668,13805204234,6/21/2023,60.0,1271.33,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Pre-Hubspot Contact,1,High Res Preview,55.02174297v1,55.0,0.0,114.0,3.0,,2023-07-07,,,,6.0,,,0.0,0.0,2.93,293.28,0.7693124523137187,7,2023
37669,14008196125,7/7/2023,120.0,960.0,Distributor,Existing Business,,Closed and Won,Portal Order,,Pre-Hubspot Contact,2,,10.0237671v1,10.0,0.0,2.0,1.0,,2023-07-07,,,,10.0,,,0.0,0.0,2.23,294.36,0.693375,7,2023
37670,13957085718,7/3/2023,150.0,1440.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Low ,55.02173946v2,55.0,0.0,114.0,3.0,,2023-07-07,,,,13.0,,,0.0,0.0,2.62,440.16,0.6943333333333332,7,2023
37671,14008451106,7/7/2023,375.0,2904.99,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,,10.02171837v2,10.0,0.0,2.0,1.0,,2023-07-07,,,,32.0,,,0.0,0.0,1.96,776.16,0.7328183573781666,7,2023
37672,14008837650,7/7/2023,600.0,4332.0,Distributor,Existing Business,,Closed and Won,Portal Order,,Pre-Hubspot Contact,2,,10.02155608v2,10.0,0.0,2.0,3.0,,2023-07-07,,,,50.0,,,0.0,0.0,2.28,1395.36,0.6778947368421053,7,2023
37673,13997195264,7/6/2023,75.0,747.75,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Client Referral,1,Low ,10.02174429v1,10.0,0.0,2.0,1.0,,2023-07-07,,,,7.0,,,0.0,0.0,2.56,245.76,0.6713340020060181,7,2023
37674,14008330289,7/7/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.027676v4,10.0,0.0,2.0,4.0,,2023-07-07,,,,5.0,,,0.0,0.0,2.83,203.76,0.7039232781168265,7,2023
37675,14006673280,7/7/2023,30.0,458.7,Distributor,Existing Business,,Closed and Won,Revision Request,,Event in the Past Year,1,,10.02167822v1,10.0,0.0,2.0,3.0,,2023-07-07,,,,3.0,,,0.0,0.0,3.18,152.64,0.6672334859385219,7,2023
37676,13461350985,5/26/2023,30.0,458.7,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,Medium ,10.02167855v4,10.0,0.0,2.0,3.0,,2023-07-07,,,,3.0,,,0.0,0.0,3.18,152.64,0.6672334859385219,7,2023
37677,14010196853,7/7/2023,30.0,458.7,Distributor,Existing Business,,Closed and Won,Portal Order,,Event in the Past Year,1,,10.02167855v3,10.0,0.0,2.0,3.0,,2023-07-07,,,,3.0,,,0.0,0.0,3.18,152.64,0.6672334859385219,7,2023
37679,14009039957,7/7/2023,60.0,1041.8,Direct,Existing Business,,Closed and Won,Revision Request,,Direct Traffic,1,,10.03174475v1,10.0,0.0,2.0,4.0,,2023-07-07,,,,5.0,,,0.0,0.0,2.83,203.76,0.8044154348243425,7,2023
37680,13994812056,7/6/2023,120.0,1226.4,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,1,Low ,10.02174409v1,10.0,0.0,2.0,4.0,,2023-07-07,,,,10.0,,,0.0,0.0,2.83,407.52,0.6677103718199608,7,2023
37681,14010971817,7/7/2023,30.0,458.7,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.02104987v1,10.0,0.0,2.0,4.0,,2023-07-07,,,,3.0,,,0.0,0.0,2.83,135.84,0.7038587311968607,7,2023
37682,14009983764,7/7/2023,120.0,2012.15,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,10.02154308v3,10.0,0.0,2.0,4.0,,2023-07-07,,,,10.0,,,0.0,0.0,2.83,407.52,0.7974703675173322,7,2023
37683,13982508370,7/5/2023,100.0,1147.0,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,SAGE,2,High Res Preview,10.02174258v2,10.0,0.0,2.0,4.0,,2023-07-07,,,,9.0,,,0.0,0.0,2.83,339.6,0.7039232781168265,7,2023
37684,14007911602,7/7/2023,200.0,1600.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0291596v1,10.0,0.0,2.0,1.0,,2023-07-07,,,,17.0,,,0.0,0.0,1.96,423.36,0.7353999999999999,7,2023
37685,13956582243,7/3/2023,60.0,616.2,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,,10.0225556v1,10.0,0.0,2.0,3.0,,2023-07-07,,,,5.0,,,0.0,0.0,2.85,205.2,0.6669912366114898,7,2023
37686,14012364805,7/7/2023,60.0,654.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,,55.02174569v1,55.0,0.0,114.0,1.0,,2023-07-08,,,,5.0,,,0.0,0.0,2.56,184.32,0.7181651376146789,7,2023
37687,13808807323,6/21/2023,60.0,1051.5,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02172191v2,10.0,0.0,2.0,4.0,,2023-07-08,,,,5.0,,,0.0,0.0,2.83,203.76,0.8062196861626248,7,2023
37688,13983754279,7/5/2023,60.0,861.78,Distributor,New Business,,Closed and Won,,,Client Referral,2,Medium ,10.04174222v2,10.0,0.0,2.0,3.0,,2023-07-11,,,,6.0,,,0.0,0.0,3.18,305.28,0.6457564575645757,7,2023
37689,13688087830,6/13/2023,260.0,3805.01,Direct,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,10.02173819v1,10.0,0.0,2.0,1.0,,2023-07-10,,,,22.0,,,0.0,0.0,2.23,600.12,0.8422816234385718,7,2023
37691,14012215443,7/7/2023,150.0,1350.0,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Pre-Hubspot Contact,2,Low ,10.02174510v2,10.0,0.0,2.0,1.0,,2023-07-07,,,,13.0,,,0.0,0.0,1.96,329.28,0.7560888888888889,7,2023
37692,13912257643,6/29/2023,350.0,3045.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,,10.02159926v1,10.0,0.0,2.0,1.0,,2023-07-10,,,,30.0,,,0.0,0.0,1.96,752.64,0.7528275862068966,7,2023
37693,13980351257,7/5/2023,150.0,1476.67,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,Low ,10.02174483v2,10.0,0.0,2.0,1.0,,2023-07-07,,,,13.0,,,0.0,0.0,1.96,329.28,0.777011790041106,7,2023
37694,14012173147,7/7/2023,1000.0,6460.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,,10.02166537v2,10.0,0.0,2.0,1.0,,2023-07-10,,,,84.0,,,0.0,0.0,1.79,1825.8,0.7173684210526315,7,2023
37695,13730016392,6/15/2023,152.0,1423.5,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,Low ,10.02171102v1,10.0,0.0,2.0,1.0,,2023-07-11,,,,13.0,,,0.0,0.0,1.96,329.28,0.7686828240252898,7,2023
37696,14042926860,7/10/2023,120.0,1668.13,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,10.02101041v1,10.0,0.0,2.0,1.0,,2023-07-10,,,,10.0,,,0.0,0.0,2.23,294.36,0.8235389328169866,7,2023
37697,14008444281,7/7/2023,30.0,535.36,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02174470v1,10.0,0.0,2.0,3.0,,2023-07-10,,,,3.0,,,0.0,0.0,3.18,152.64,0.7148834429169157,7,2023
37698,13380457116,5/18/2023,120.0,1346.4,Distributor,Existing Business,,Payment Pending,Logged-In Design Request,,SAGE,2,,10.02110932v2,10.0,0.0,2.0,3.0,,2023-07-10,,,,10.0,,,0.0,0.0,2.85,410.4,0.6951871657754011,7,2023
37699,13925973507,6/30/2023,240.0,2292.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low ,55.02173642v1,55.0,0.0,114.0,3.0,,2023-07-11,,,,20.0,,,0.0,0.0,2.8,739.2,0.6774869109947643,7,2023
37700,14045155082,7/10/2023,1250.0,8087.5,Distributor,Existing Business,,Closed and Won,,,,1,,10.02137980v1,10.0,0.0,2.0,1.0,,2023-07-11,,,,105.0,,,0.0,0.0,1.71,2175.12,0.7310516228748069,7,2023
37703,14045494326,7/10/2023,480.0,3206.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,,12.02112586v1,12.0,0.0,4.0,1.0,,2023-07-13,,,,40.0,,,0.0,0.0,1.63,801.96,0.7498877245508982,7,2023
37704,13796210571,6/20/2023,250.0,1697.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Medium ,12.02173376v1,12.0,0.0,4.0,3.0,,2023-07-10,,,,21.0,,,0.0,0.0,2.29,604.56,0.6438527245949927,7,2023
37705,13911346772,6/29/2023,124.0,1116.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,Low ,10.02173337v5,10.0,0.0,2.0,3.0,,2023-07-10,,,,11.0,,,0.0,0.0,2.72,391.68,0.649032258064516,7,2023
37706,14046438958,7/10/2023,0.0,1293.6,Direct,Existing Business,,Closed and Won,,,Paid Search,1,,932174649v1,93.0,120.0,120.0,10.0,45140.0,2023-07-10,Direct,existingbusiness,14046438958.0,10.0,1.8,0.0,237.6,216.0,,216.0,0.8330241187384044,7,2023
37707,13982082959,7/5/2023,2010.0,15616.43,Distributor,Existing Business,,Closed and Won,,,Paid Search,2,Low ,10.02174558v2,10.0,0.0,2.0,3.0,,2023-07-10,,,,168.0,,,0.0,0.0,2.01,4076.28,0.7389749129602604,7,2023
37709,13996396898,7/6/2023,80.0,1321.09,Direct,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Email Marketing,1,High Res Preview,10.02174315v2,10.0,0.0,2.0,1.0,,2023-07-26,,,,7.0,,,0.0,0.0,2.56,245.76,0.8139717960169254,7,2023
37710,13956282402,7/3/2023,120.0,1222.8,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Paid Search,1,High Res Preview,10.02174225v1,10.0,0.0,2.0,3.0,,2023-07-10,,,,10.0,,,0.0,0.0,2.72,359.04,0.706378802747792,7,2023
37711,12100771692,2/10/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,,,,2,High Res Preview,10.02146797v2,10.0,0.0,2.0,4.0,,2023-07-12,,,,5.0,,,0.0,0.0,2.83,203.76,0.6593781344032097,7,2023
37712,13593324649,6/5/2023,500.0,3610.0,Distributor,Existing Business,,Payment Pending,,,WT Strategic Partnerships,2,,10.02111612v6,10.0,0.0,2.0,1.0,,2023-07-12,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7198448753462604,7,2023
37713,14048499370,7/10/2023,500.0,3435.0,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,10.02159314v2,10.0,0.0,2.0,4.0,,2023-07-11,,,,42.0,,,0.0,0.0,2.54,1310.64,0.6184454148471614,7,2023
37714,14046505622,7/10/2023,700.0,5054.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,Low ,10.02174720v1,10.0,0.0,2.0,1.0,,2023-07-11,,,,59.0,,,0.0,0.0,1.88,1353.6,0.7321725366046696,7,2023
37715,14012751790,7/7/2023,60.0,19.49,Distributor,Existing Business,,Payment Pending,,,Direct Traffic,1,High Res Preview,10.02174710v1,10.0,0.0,2.0,1.0,,2023-07-11,,,,5.0,,,0.0,0.0,2.56,184.32,-8.457157516675219,7,2023
37716,12950710425,4/12/2023,120.0,990.0,Wholesale,Existing Business,,Closed and Won,Logged-In Design Request,,Paid Search,2,High ,10.0294248v1,10.0,0.0,2.0,3.0,,2023-07-10,,,,10.0,,,0.0,0.0,2.72,359.04,0.6373333333333334,7,2023
37717,13902021250,6/28/2023,120.0,3347.52,Distributor,Existing Business,,Payment Pending,,,Direct Traffic,1,,49.02173151v1,49.0,0.0,116.0,1.0,,2023-07-11,,,,10.0,,,0.0,0.0,2.23,294.36,0.9120662460567823,7,2023
37718,13749970873,6/16/2023,120.0,1110.0,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,WT Strategic Partnerships,1,Medium ,10.02171433v1,10.0,0.0,2.0,1.0,,2023-07-11,,,,10.0,,,0.0,0.0,2.23,294.36,0.7348108108108108,7,2023
37719,14059237713,7/11/2023,75.0,907.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,55.02136244v1,55.0,0.0,114.0,4.0,,2023-07-11,,,,7.0,,,0.0,0.0,3.0,288.0,0.6826446280991736,7,2023
37721,13725355087,6/15/2023,150.0,2409.75,Direct,New Business,,Closed and Won,Template Download,,Organic Search,1,High Res Preview,46.02174785v1,46.0,0.0,113.0,3.0,,2023-07-11,,,,14.0,,,0.0,0.0,2.85,554.88,0.7697354497354497,7,2023
37722,13868038509,6/26/2023,120.0,1400.4,Direct,New Business,,Closed and Won,,,Direct Traffic,1,Low ,10.02172780v1,10.0,0.0,2.0,4.0,,2023-07-11,,,,10.0,,,0.0,0.0,2.71,357.72,0.7445586975149957,7,2023
37723,13924300093,6/30/2023,190.0,2407.3,Direct,Existing Business,,Closed and Won,,,Paid Search,1,Low ,10.02174612v1,10.0,0.0,2.0,1.0,,2023-07-11,,,,16.0,,,0.0,0.0,1.96,399.84,0.8339052050014539,7,2023
37724,13512717121,5/30/2023,200.0,2143.75,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,55.02167975v1,55.0,0.0,114.0,4.0,,2023-07-13,,,,17.0,,,0.0,0.0,2.7,583.2,0.7279533527696793,7,2023
37725,13979777637,7/5/2023,1200.0,7514.0,Distributor,Existing Business,,Payment Pending,,,Email Marketing,1,High Res Preview,10.02174069v2,10.0,0.0,2.0,3.0,,2023-07-11,,,,100.0,,,0.0,0.0,2.01,2436.12,0.6757891935054565,7,2023
37726,13900002837,6/28/2023,120.0,1222.8,Direct,New Business,,Closed and Won,3D Builder,,Intake,1,,10.02173036v1,10.0,0.0,2.0,3.0,,2023-07-11,,,,10.0,,,0.0,0.0,2.72,359.04,0.706378802747792,7,2023
